,section,question_number,answer_number,speaker_name,role,company,content,year,quarter,is_pleasantry,source_pdf,role_normalised
793,qa,22.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Can I just add a management thing that I think is very important. And I always talk about good expenses and bad expenses and the good expenses of the bankers and branches that we think will pay off and – but there are also bad expenses, which I would put in the category of bureaucracy, lack of efficiency, things you don't need to do. And you can – if you go to – if you read my Chairman's letter, the last section is called Management Learnings. And if you look at companies that over time fail, it's almost always bureaucracy, complacency, arrogance and lack of attention to detail. And so there is – we're making a – I shouldn't say it, but I'm mad at myself for not doing it sooner to spend a little more time that after COVID – the buildup in headcount, the buildup in rules and regulations, the people working or not working from home. After all of those things, we just think there's more efficiency here. And I think some of the – and Mike Mayo mentioned the bit about regulation. He is right. There will be reductions in cost because rules and regulations will be modified a little bit. I mean we – I pointed out resolution/recovery, which is a complete waste of time, is 80,000 pages long. Okay. It will never happen that way. CCAR, which is virtually a waste of time, is 20,000 pages long. Okay. We report 1 trillion – I think it's 1 trillion bits of data every day or something like that to the – all the various regulators and stuff like that. There is this excessive cost built up that we – that hopefully we can get rid of and will reduce the cost of the system and – but it's not the new branches, so.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
794,qa,22.0,3.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"And the folks here are working on, we call it, streamlining. Jenn Piepszak has got a war room going on it. We already have a significant amount of saves and stuff like that, so – and we're having fun doing it. It's like – to me, it's like exercising and eating your spinach. It's what we should be doing. We haven't done it for a while, so – and I apologize to my shareholders for not having done this a little bit sooner.",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
797,qa,22.0,4.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Thank you. We'll talk to you next quarter. Operator: Thank you all for participating in today's conference. You may disconnect at this time and have a great rest of your day. Disclaimer This document contains forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. These statements are based on the current beliefs and expectations of JPMorgan Chase & Co.’s management and are subject to significant risks and uncertainties. Actual results may differ from those set forth in the forward-looking statements. Factors that could cause JPMorgan Chase & Co.’s actual results to differ materially from those described in the forward-looking statements can be found in JPMorgan Chase & Co.’s Annual Report on Form 10-K for the year ended December 31, 2024, which has been filed with the Securities and Exchange Commission and is available on JPMorgan Chase & Co.’s website (https://jpmorganchaseco.gcs-web.com/financial-information/sec-filings), and on the Securities and Exchange Commission’s website (www.sec.gov). JPMorgan Chase & Co. does not undertake to update any forward-looking statements",2025,Q1,False,data/raw/jpm/jpm-1q25-earnings-call-transcript.pdf,banker
964,presentation,,,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"names, partially offset by the scenario probability adjustment I mentioned upfront. Turning to Asset & Wealth Management to complete our lines of business. AWM reported net income of $1.5 billion with pre-tax margin of 34%. Revenue of $5.8 billion was up 10% year-on-year, driven by growth in management fees on strong net inflows and higher average market levels, as well as higher brokerage activity and higher deposit balances. Expenses of $3.7 billion, were up 5% year-on-year, driven by higher compensation, including revenue-related compensation, and continued growth in our private banking advisor teams, as well as higher distribution fees. Long-term net inflows were $31 billion for the quarter, led by Fixed Income and Equities. In liquidity, we saw net inflows of $5 billion. AUM of $4.3 trillion was up 18% year-on-year, and client assets of $6.4 trillion were up 19% year-on-year, driven by continued net inflows and higher market levels. And finally, loans were up 7% year-on-year and 3% quarter-on-quarter, and deposits were up 9% year-on-year and 2% sequentially. Turning to Corporate. Corporate reported net income of $1.7 billion and includes the tax item I mentioned upfront. Revenue was $1.5 billion for the quarter. NII was $1.5 billion, down $875 million year-on-year. NIR was a net gain of $49 million, up $148 million year-on-year, excluding the prior year's Visa-related gain. Expenses, $547 million, were down $32 million year-on-year, excluding the Foundation contribution from the prior year that I mentioned earlier. To finish up, I'll touch on the outlook. You'll recall that at Investor Day, I made a couple of comments previewing the potential evolution of the outlook. So now, let me formalize that and give you updated guidance. First, we now expect NII ex. Markets to be approximately $92 billion, with the increase driven by changes in the forward curve and strong deposit growth in Payments, Securities Services as well as balanced growth in Card. Total NII guidance is now about $95.5 billion, implying $3.5 billion of Markets NII. Second, on adjusted expense, we now expect it to be about $95.5 billion, primarily driven by the impact of the weaker dollar, which is largely bottom line neutral. And finally, on credit, we continue to expect the Card net charge-off rate to be approximately 3.6%. So reflecting on the quarter, while the environment remains extremely dynamic, in many ways navigating uncertainty is the norm for both us and our clients.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
965,qa,,,Christopher McGratty,analyst,"Keefe, Bruyette & Woods, Inc.","Great. Good morning. Thanks for the question. Jamie, relative to three months ago, there's a lot of optimism...",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
968,qa,,,Jeremy Barnum,Chief Financial Officer,JPMorganChase,Just wanted to welcome you to the call before we get started.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
969,qa,1.0,,Christopher McGratty,analyst,"Keefe, Bruyette & Woods, Inc.","Great. Thanks so much. Relative to three months ago, there's a lot of optimism on financial deregulation and really going to break in the bank's favor. I'm interested if you agree, number one, with this optimism and anything specifically you could point to? And secondarily, on capital. I'm interested in what's on or off the table in terms of uses of capital? What do you need to see from the macro, regulatory? And how should we be thinking about the timing? Thank you.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
970,qa,1.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Let me take the second part of that first. So, we have our centered capital hierarchy that we recite a lot, and I don't want to bore you by reciting it again. But I think it's important because it does serve as a guide in this context, right? So, we deploy our capital against organic and inorganic growth, and we ensure a sustainable dividend. And with what's left, we do buybacks. And so, we've talked about how excess capital's earnings in store. You saw this quarter that we actually had some financial resource usage that came through and actually meant that, despite keeping the buybacks relatively constant and having the organic capital generation be relatively constant, the CET1 ratio dropped a little bit as a function of increased usage organically showing up in RWA expansion. So, we're doing what we want to do. But clearly, it is a big amount of excess and that does mean that everything is on the table as it always is, and that includes potentially inorganic things. Now, obviously, that needs to be done carefully. I think acquisitions have a high bar, both financially, strategically, and importantly, in some cases, culturally. And we also need to think carefully about things that work outside the regulated perimeter, might not work inside the regulated perimeter as well. We have learned some lessons. We don't want to overlearn those lessons. But in the end, sometimes we lean in a little more, sometimes we lean in a little less, but we wouldn't be doing our jobs if we weren't thinking about it. I don't particularly think, other than fundamentally whether things are permissible or not, that the regulatory environment right now, particularly shapes our thinking on that front.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
971,qa,1.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Can I say just a broader point about regulations. I think it's very important that the regulators step back and kind of look at the big picture now, not just one picture. So, nothing's happened yet. I think they should be looking at all these things. But if you look at SLR, G-SIFI, CCAR, Basel III, FSRT, the overlap, the duplication, I actually believe that you can make the system simpler, cheaper, more effective, more transparent and safer. And the things like Silicon Valley Bank and First Republic did not need to happen if you just modify some things and you create more liquidity, more loans and a safer system. And that's really what they should be looking at, not just SLR. And so, I'm hoping that over time they do that. And the second thing I'd add to that which I think is even maybe more important is, they should ask the question, what do they actually want in our public markets versus our private markets, et cetera. We've gone from 8,000 public companies, I'm talking about like 25 years ago, to 4,000 today. That's happened overseas. Public markets overseas have gotten smaller and smaller. Obviously, I'm not against private credit; private credit is growing. And how do you really want to structure this? And why is it happening? Is that a good thing for America?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
972,qa,1.0,3.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"And so, I just – it is time that they take a step back. I hear sometimes from some pundits that there's been relaxing of rules and regulations, absolutely not. There's been nothing but increasing them for the better part of 15 years. They should take a deep breath, step back and look at the system and answer the question, how can we make it better and stronger for the economy and all involved.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
973,qa,1.0,4.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"And maybe sort of gone a bit long here, but just to expand and go into a little bit of detail there. I will note that Vice Chair Bowman, gave a speech on her vision having come into the new seat for ongoing work and regulation. And I think it's a speech that's pretty comprehensive and lays out some of what Jamie is saying in terms of like the to-do list. I think at the margin, we do understand the desire to sort of knock some things off the to-do list that have been on it for a long time and clearly need to be addressed like SLR. But at the same time that that happens, the holistic review done properly across not only capital, but also liquidity, resolution, et cetera, is clearly quite important. More narrowly, in the near term, I think we continue to feel very strongly that of all the things that are out there, one of the worst is G-SIB, in the sense of both the original gold plating, the sort of deep conceptual flaws in the framework itself, and the failure to recalibrate it for growth since it was put into effect. And I think one of the things that's maybe a little bit underdiscussed there is the extent to which it specifically creates strong disincentives for American banks to be strong and globally competitive. And that is, it seems to me, the exact opposite of what we want. So, that's really one of the ones that needs to get attacked pretty aggressively, I would say.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
974,qa,2.0,,Christopher McGratty,analyst,"Keefe, Bruyette & Woods, Inc.","I appreciate all the color. If could ask kind of a follow-up, the inorganic comments. I'm interested in capital allocation between your businesses, where you think – if that were to present an opportunity, which businesses would most likely be the use of that capital? Thanks.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
975,qa,2.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"I mean, we've talked about that a little bit over time. Obviously, we're not fundamentally capital constrained right now. So, I mean, in addition to the fact that capital isn't the only financial resource that we need to allocate, I would say, the larger point is that any good franchise business that it makes sense from a risk perspective and clears the cost of equity is going to get done, within reason, subject to obvious caveats. So...",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
976,qa,2.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Inorganic, it's a good discipline to always be looking. I wouldn’t have high expectations that will be how we use a lot of capital. And I think it's a very big plus that we can grow organically in every business we're in without having to stretch.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
978,qa,2.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,Thank you. Operator: Thank you. Next we will go to the line of Betsy Graseck from Morgan Stanley. You may proceed.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
981,qa,3.0,,Betsy L. Graseck,analyst,Morgan Stanley & Co. LLC,"So, two questions. First on the RWA utilization via organic, as you described. I wanted to understand in wholesale lending where you highlighted, the CIB was a driver of much of this. Could you speak to the drivers of those drivers? In other words, is it private credit? Is it M&A financing? Is it inventory? What are you seeing in the market here that you're delivering on that's raising that lending profile?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
982,qa,3.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"It's all of the above, Betsy, because we are the Switzerland of financing. We do everything, and we saw a lot of activity come in late in the quarter.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
983,qa,4.0,,Betsy L. Graseck,analyst,Morgan Stanley & Co. LLC,"Okay. Oh, great. All right. Thank you. And then, Jamie, there's been a lot of discussion around stablecoin, how stablecoin is going to be impacting banks? And I believe you have an opinion on this. Would love to hear if you could highlight how JPM is thinking about utilizing, leveraging, competing with stablecoin, and how the JPMD deposit token feeds into all of this as well? Thank you.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
984,qa,4.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"So, deposit token is effectively the same thing. You're moving money by token, you can pay interest. It's J.P. Morgan Deposit. And stablecoin – we're going to be involved in both J.P. Morgan Deposit coin and stablecoins to understand it, to be good at it. We don't know exactly – I think they're real, but I don't know why you'd want a stablecoin as opposed to just payment. But I do think you have fintech. These guys are very smart. They're trying to figure out a way to create bank accounts and get into payment systems and rewards programs. And we have to be cognizant of that. The way to be cognizant is to be involved. So, we're going to be in it and learning a lot, and a player.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
985,qa,5.0,,Betsy L. Graseck,analyst,Morgan Stanley & Co. LLC,"Okay. Super. And then, separately on the topic of open banking, I think that's on hold right now with the CFPB, on hold right now. But just wanted to understand, does this hold period gave you an opportunity to change how you're pricing for your open banking and fintech relationships here?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
986,qa,5.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"So, this is very important. So forget pricing for a second, we are in favor of the customer, but we think the customer has the right to if they want to share their information. What we ask people to do is, what do they – do they actually know what's being shared? What is actually being shared? It shouldn’t be everything. It should be what their customer wants. It should have a time limit because some of these things went on for years. It should not be remarketed or resold to third parties. And so, we're kind of in favor of all that, done properly. And then the payment, it just costs a lot of money to set up the APIs and stuff like that to run the systems protection. So, we just think it should be done and done right. And that's the main part. It's not like you can't do it. The last thing is a liability shift. I mean, I don't think JPMorgan should be responsible if you've given your bank passcodes to third parties who market and do a whole bunch of stuff with it, and then you get scammed or fraud through them, they should be responsible. And we want real clarity about that. And if you see today, a lot of these scams and frauds run through third party social media and stuff like that, there should be a little more responsibility on their part so we can all do a better job for the customer. That's why.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
987,qa,5.0,1.0,Betsy L. Graseck,analyst,Morgan Stanley & Co. LLC,Excellent. Okay. Thank you so much for that.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
988,qa,5.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Thanks, Betsy. Operator: Thank you. Next we will go to the line of Steven Alexopoulos from TD Cowen. You may proceed.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
989,qa,6.0,,Steven Alexopolous,analyst,TD Securities,"Hey, good morning, everyone. I wanted to start, Jeremy, going back to your comments on inorganic things being on the table in terms of use of excess capital. So when I look at the company, so you're the largest U.S. bank by assets, you're also the largest in terms of the data you see every day. And you may or may not have seen that Apple's looking at possibly, there’s chatter, getting into the AI game more by looking at a company such as a Perplexity. Just thinking out loud here, would it make sense for JPMorgan to consider acquiring an LLM, right? The last two quarters of buybacks are about the last valuation round for Perplexity, right. I'm thinking of you guys, you could become the LLM for the financial services industry. What are your thoughts on this?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
990,qa,6.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"We use LLMs, and we're going to be agnostic about that, too. There's no reason for us to own one. At least we can't figure out why that would make sense.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
992,qa,6.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"We will use it, and we will obviously be important in using our data to help our customers.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
993,qa,6.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah. And on the question of inorganic deployment, I would sort of blend my comments with Jamie's, right? In the end, I'm just asserting that, of course, we need to look at inorganic opportunities; and of course, that's a question that comes up given our current excess capital position. But Jamie said clearly that he doesn't think that's particularly likely for some of the reasons that you emphasized, it's not easy to imagine a deal that would actually make sense.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
994,qa,6.0,4.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"We do a lot of small ones by the way, which you've seen.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
995,qa,7.0,,Steven Alexopolous,analyst,TD Securities,"Yeah, yeah. Okay. And then going back, Jamie, to your answer to Betsy's question on the tokenized deposit. I get it how that makes sense in terms of the customers that are inside your walled garden, but it doesn't help them much in terms of dealing with customers outside of your garden. What's holding up you guys and the other banks getting together to issue something joint – similar somewhat to what you've done with Zelle, and prevent these stablecoin companies like Circle coming in offering a more convenient solution to your customers?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
996,qa,7.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,That's a great question and we’ll leave it it remaining as a question.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
997,qa,7.0,1.0,Steven Alexopolous,analyst,TD Securities,Without an answer.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
998,qa,7.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Well, Steven, you're raising a very important point about interoperability of stablecoins and deposits and movement of money and what problem you're trying to solve, but you're raising great points. You can assume we're thinking about all that.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
999,qa,7.0,2.0,Steven Alexopolous,analyst,TD Securities,"Okay. Fair enough. Thanks for taking my questions. Operator: Thank you. Next, we will go to the line of Ebrahim Poonawala from Bank of America Merrill Lynch. You may proceed.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1000,qa,8.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"Good morning. This almost sounds like a fintech and AI call. But maybe just switching gears, I think, Jamie, your comments in the press release. Give us a sense like when we think about middle market businesses in the U.S., what's the state of play there when we think about interest rates, tariffs, consumer spending slowing? Should we be concerned in terms of credit quality outlook looking out 6, 9, 12 months? Just what's your take based on all the data that you all look at?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1001,qa,8.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"You [Jeremy] can answer the thing about the data, but very important, we love the Middle Market business. It drives a lot of business we’ve built. I think 500 bankers in the Innovation Economy which is kind of new to us think of what Silicon Valley Bank used to do and things like that. We still have a huge addressable market in the Middle Market business. We provide not just lending, and that could be leverage lending, direct lending, but payment services, custody services, asset management services, FX services. So, we're going to grow that business regardless of what we predict the environment is going to be in the next six or nine months.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1002,qa,8.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,Got it. And I guess just as a follow on...,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1004,qa,8.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"Go ahead, Jeremy. Yeah.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1005,qa,8.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"No, no. Go ahead. Ask your follow-up.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1006,qa,9.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"And I was just wondering in terms of your sense of just the state of play, the health of the balance sheets of these customers and also if you can expand that into the consumer, any areas of stress from a credit quality perspective that you are beginning to get more concerned today versus three or six months ago?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1007,qa,9.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah, right. Okay, because that's what I was going to try to clarify. Just wasn't sure if you were doing consumer, wholesale, or both. So, let's do consumer quickly. I think we talk about this every quarter. It's obviously a very important question. We look at it very closely. It obviously matters a lot for us as a company. But we continue to struggle to see signs of weakness. We just – the consumer basically seems to be fine. Now, a few things are true like if you look at indicators of stress, not surprisingly, you see a little bit more stress in the lower income bands than you see in the higher income bands, but that's always true. That's pretty much definitionally true. And nothing there is out of line with our expectations. Our delinquency rates are also in line with expectations. You saw that we kept our net charge-off guidance unchanged. So, all of that looks kind of fine.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1008,qa,9.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"And to be honest, as we've said before, fundamentally, while there are nuances around the edges, consumer credit is primarily about the labor market. And in a world with 4.1% unemployment rate, it's just going to be hard, especially in our portfolio, to see a lot of weakness. Now, it is true that if you look at not our data, but the government's data, I think I was looking at this the other day like, first half real consumer spending of this year versus second half of last year is down. Now, it's still positive, it's still growing, but it's down. So it's kind of consistent, this sort of soft landing narrative, which is also consistent with the sort of the GDP outlook that our economists are publishing. Our own data looked sort of in nominal terms on a cohort basis, actually shows spending up a little bit over the same period. So, it's kind of the same narrative of things being fine with different signals pointing in slightly different directions, but nothing particularly concerning.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1009,qa,10.0,,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,"That was helpful, and would you say the same about commercial?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1010,qa,10.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"I mean, basically, yes. You see some idiosyncratic things here and there. And on the point of tariffs, I guess, obviously you recall the slide that we did at Investor Day kind of highlighting that different sectors are going to have different experiences as a function of their margins, their sensitivity to input costs, their amount of pricing power, their amount of leverage, and where the rules actually land. But people are obviously getting some time to adjust, and we're watching it very closely. So, we'll see.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1011,qa,10.0,1.0,Ebrahim Poonawala,analyst,Bank of America Merrill Lynch,Helpful. Thank you.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1012,qa,10.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,Thanks. Operator: Thank you. Thank you. Our next question comes from John McDonald with Truist Securities. Your line is open.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1013,qa,11.0,,John McDonald,analyst,Truist Securities Inc.,"Hi, good morning. Jeremy, quick follow-up on the consumer credit, broader comments taken there. But in terms of the NPAs, the non-accruals in consumers seem to have a bit of a jump. Is there something technical there? Maybe just talk to that.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1014,qa,11.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah. Thanks for that, John. I'm glad to get a chance to clarify this. There is something technical which has to do with Home Lending customers in the LA area using our forbearance availability as a result of the wildfires. So, that is resulting in an uptick in the non-performing. But when you think about land value and the insurance there, the actual loss expectation is de minimis, I would say. So,...",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1015,qa,11.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,We always do that for customers when they have a real difficult time.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1016,qa,11.0,3.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Exactly. So, that's what's driving that one.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1017,qa,12.0,,John McDonald,analyst,Truist Securities Inc.,"Okay. Great. And I wanted to ask for some more color on retail deposits, maybe in the context of Marianne's presentation from Investor Day. Could you remind us of what's given you incremental confidence in seeing some improvement in deposit margin and kind of producing that mid- to upper-single digit deposit growth that Marianne talked about?",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1018,qa,12.0,1.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"Yeah, sure. So, I think what you're referring to is a slide where Marianne talked about kind of the potential for 6% consumer deposit growth next year. And that's a nice number; and as you've written, that would produce some nice revenue consequences, all else being equal. The way I think about that number is to kind of build it up step-by-step. So, you start with, in general, the consumer deposit base in the system has grown probably slightly above nominal GDP. A thing that's been true for us recently is that as a result of our market position and our pricing choices, we've probably lost a little bit of share during the rate hiking cycle sort of in isolation from yield seeking flows. With the yield seeking flows having abated a little bit, that relative headwind is kind of behind us or increasingly behind us, and you've got some core growth reasserting itself. You saw us call out the growth in net new accounts in consumer checking this quarter, and that's one of the key drivers. And then, as you know well, when you look at the franchise, we kind of have: number one, ongoing expansion; number two, seasoning of the old expansion; and number three, deepening in the core markets. So when you put all that together and you look at sort of the history of the growth, macro environment, et cetera, that's how you get to that type of 6% number. And obviously, things could change quite dramatically to produce a different number, among other things. You'll recall that Marianne's slide also talked about a stress scenario with lower rates which, perhaps somewhat non-intuitively, would produce actually higher growth as a result of even less yield seeking flow and a higher consumer savings rate. But the flip side of that is also true which is, an unexpectedly high rate environment would probably lead to lower balance growth, all else equal, in Consumer. So, we like to say, those are all else being equal type numbers, but all else is never equal.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1019,qa,12.0,1.0,John McDonald,analyst,Truist Securities Inc.,Got it. Great. Thank you.,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1020,qa,12.0,2.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Thanks a lot, John. Operator: Thank you. Next, we will go to the line of Mike Mayo with Wells Fargo. Your line is open.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1021,qa,13.0,,Mike Mayo,analyst,Well Fargo Securities LLC,"Hi. Hey, Jeremy, can you talk about why commercial loan growth was much stronger in the second quarter and any strength by geography? And Jamie, can you address what regulators could do to potentially have banks lend more in the future, consistent with what the Treasury Secretary said is his goal? Thanks.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
1022,qa,13.0,1.0,Jeremy Barnum,Chief Financial Officer,JPMorganChase,"Yeah. Thanks, Mike. So on loan growth, as you know, it's useful to sort of break this down between what I would think of as like relationship lending that kind of drives the whole franchise and that we sometimes look at maybe as an indicator of the health of the corporate sector in some sense, and people like to look at it as a read across for smaller banks, et cetera. That part of the franchise remains fine, but sort of muted as customers have access to capital markets and revolver utilization is sort of flattish in general. But as I noted I think previously, and as you see coming through the IB fee performance, there was just quite a bit of deal activity in the second half of the quarter, a lot of which is well known and public, and some of that is on our balance sheet and we're very happy to have it there.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1023,qa,13.0,2.0,Jamie Dimon,Chairman & Chief Executive Officer,JPMorganChase,"To answer your other question, Mike. So, some of the – I'm going to give you some things that you can actually do. So, I think you should do them and reduce risk in the system. I'm only going to talk about how they increase lending for a second. And so, G-SIFI inhibits, if you look at it, both a little bit of lending and a little bit of market making. LCR inhibits both because it's a very rigid way of looking at a bank’s balance sheet. It doesn't really give you credit for potential access to window and things like that. CCAR in some cases inhibit – people – we talk about ‘CCAR-ness,’ but there's a lot of ‘CCAR-ness’ from small business loans and stuff like that where people kind of hold that back a little bit because it creates too much volatility. And CCAR capital, the FSRT, the fundamental book. When you look at all these things, I think you can create more lending, more liquidity, more flexibility and reduce the risk in the system. And also just CET, just capital usage, et cetera. And the reducing the risk in the system, I think you also make it friendlier for community banks, which we do want to do. And so, if you look at like total loan to deposits, they used to be 100%, they’re now 70%. That's a huge difference. That took place over 10 or 15 years. And can you get that back to 85% and have the banking system be just safe and sound? Absolutely.",2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,banker
1024,qa,14.0,,Mike Mayo,analyst,Well Fargo Securities LLC,You didn't mention the cost to make a loan. Is there a potential for streamlining there?,2025,Q2,False,data/raw/jpm/jpm-2q25-earnings-call-transcript.pdf,analyst
