gsib_bank,bank,year,quarter,role,content,sentiment_finbert_label,sentiment_finbert_score,pra_category
HSBC,HSBC,2024,Q3,banker,"Andrew, as you know, we’ve been investing in our Wealth capabilities for some time. Wealth was up 32% year on year in the third quarter and 20% year on year for the nine months. That growth was particularly driven in Asia, where we see a favourable operating environment, but we are seeing broad-based growth across the main segments. That’s supported by strong customer growth and growth in net new invested assets. So we have guided previously to high single-digit growth. I think it’s fair that we may well outperform that in the short term.",positive,0.9996970892,Conduct risk
HSBC,HSBC,2024,Q3,banker,"So, on banking NII – thanks for the question, Aman. If I might be forgiven for giving you a longer answer to this, if we start on 2024, we’ve reiterated our guidance on 2024 of banking NII of around $43 billion, but encourage you to think about that as $42 billion ex- Argentina. In total, we’ve printed $31.6 billion for the nine months to date, and we think the Q3 run rate of $10.6 billion is a pretty clean run rate for you to think about modelling 2025. We don’t provide guidance at this stage on 2025 banking NII guidance, but if you take that clean run rate of the $10.6 billion, which I agree is about $42 billion – we’ll have disposed of Argentina – so therefore we then think of the building blocks for you to model this along four factors. Firstly, rates – the reduction in rates implied in the markets will be clearly a headwind. The cuts during the third quarter – given the timing of them, they had a relatively modest impact on the third quarter’s results, but we’d encourage you to use our banking NII sensitivity against market implied rates to generate that component. We then have the structural hedge that will provide a tailwind. We’ve got the reinvestment of maturing positions that will enable us to reinvest them at higher rates. We’ve signalled that, for 2025, we’ve got $115 billion maturing at an average yield of about 2.9%, so think about those maturing and being replaced at something along the lines of five-year bond rates. We’ve then got volume growth. Whilst volume growth has been relatively subdued in 2024, we do hope that, with interest rates coming off and economic activity picking up, we will see more loan growth. We continue to guide to mid-single digits in the medium-to-long term. The timing of getting there will be unpredictable. And then, lastly, we keep an eye on time deposit migration. That has been relatively stable, particularly in Hong Kong, at 39% over the last couple of quarters, but the impact on that as rates come off will be variable. It depends on competitive pressures and customer behaviour. So all of those factors are how we have thought about it and modelled it and included that within our mid-teens RoTE guidance for 2025. Thanks, Aman.",positive,0.9967611432,Market risk
HSBC,China Securities,2024,Q3,analyst,"Good morning, Georges. Good morning, Jon. Thank you for taking my question. I’ve got one question on transaction banking because we’ve seen a slight recovery in transaction banking income in the third quarter, but I think that’s maybe driven by FX volatility, but maybe we can see more rate cuts going forward and maybe we’re going to see continued FX volatility going forward, so could you please give me a little bit more colour on the future outlook of transaction banking income? If you could comment on both NII and non-NII, that would be quite appreciated. Thank you.",positive,0.999355495,Market risk
HSBC,HSBC,2024,Q3,banker,"We’ve been pleased by the growth in Wholesale Transaction Banking in the quarter, up 7%. As you say, an element of that is client-driven activity around FX and rates volatility, but within there, we continue to invest in Global Trade Solutions and Global Payments Solutions. On Global Trade Solutions, we continue to grow our market share in both Hong Kong and the UK, and so, as that market comes back, there is the opportunity for that to be a platform for our growth. Similarly, you’ll see us continue to invest in Global Payments Solutions, and we see a very optimistic path for the payment markets going forward.",positive,0.9996936321,Market risk
HSBC,HSBC,2024,Q3,banker,"If I pick up your second point on Hong Kong CRE it’s actually a very similar picture to that we described at Q2. A few customers continue to face cashflow pressures. Some of that is rates resultant, and as rates come off, we would hope that begins to abate some of those cashflow pressures. If you look at the Asia wholesale stage threes, they were up $1.1 billion in the quarter. Some of that relates to Hong Kong CRE. That also drove a modest amount of additional RWAs. For the ECLs on that, we’ve referred to the fact that there was a $100 million charge on ECLs. That was both across stage one and stage two. The stage three ratio is slightly up quarter on quarter, but we continue to see good collateral across that portfolio, so we don’t see this as a material ECL driver going forward. Our focus is really on supporting our customers through this period, and as there’s pressures we should see start to reduce as rates recede.",positive,0.9996305704,Conduct risk
HSBC,HSBC,2024,Q3,banker,"As we said, Gurpreet, we are confident about the outlook of the Hong Kong economy at large and the Hong Kong commercial real estate sector in particular, partly because of the rates receding, as Jon was just mentioning, but also partly due to the policy measures and the countercyclical measures that have been taken this month to support the sector. We see these as having positive developments for the outlook of the market. Thank you very much, Gurpreet.",positive,0.9995244741,Market risk
HSBC,CICC,2024,Q3,analyst,"Good morning, Georges. Good morning, Jon. My first question is on the structural hedge. Georges, you mentioned that $25 billion is a good run rate for you to build up the structural hedge in the second half, but in Q3 that increased by $27 billion, and maybe most of that comes from FX impact. Do you still stick to a $25 billion run rate, or would you like to accelerate it? The second question is I’d like to hear your thoughts on what areas HSBC can further make investments, because it seems like over the years our strategy always emphasised that the bank had to make excellent good cost discipline, and we did it. We made some investments, but mostly small ones. If you look forward, do you see any opportunities that may help to further drive growth and take market share, or do you think it’s better to stay cautious as we are still facing some top-line pressures? Thank you.",positive,0.9995658994,Market risk
HSBC,HSBC,2024,Q3,banker,"Jeremy, if I pick up your question on structural hedge, as you rightly say we have increased our structural hedge during the period from $504 billion at 30 June to $531 billion at 30 September, but that was mostly FX driven. The duration of that remains 2.8 years. We would continue to expect to increase our structural hedge, but that will depend on market conditions that we have. I would say that the big increases of our structural hedge are probably behind us, so further increases from here will only have a modest impact on our banking NII sensitivity.",positive,0.9996366501,Market risk
HSBC,JP Morgan,2024,Q3,analyst,"Thanks, Georges, and thanks, Jon. My questions will be two. The first one I would like to ask is about NII. The confusing thing here is that the headline NII actually slightly misses expectation, but if we work out the banking NII there’s a moderate beat, and also we try to calculate what is the banking net interest margin. It seems it’s by and large stable. Just starting in Q3 HIBOR actually went down on average 50 basis points. May I ask what is driving that stable net interest margin? Will it be from the liabilities management side? Just now Jon gave us some colour in terms of deposit migration, but is it possible to give me some numbers to work around? What is the CASA ratio in Hong Kong and how has the trend changed? This will be my first question. My second question is that, when I look at the RWA migration, on the numerator I saw that in the migration side there is a $2 billion addition to CET1 capital due to movement in reserves. Can we get a bit of colour on that one? Will we be seeing a similar type of movement in the coming quarters? Actually, I have one additional question on the loss that we were talking about, the legacy securities. Can you give us a bit of colour on this one. I understand that management put this into notable items, so supposedly to be one off, but is it really one off in nature? Will we have other securities and perpetual bonds that we would like to redeem in the future? For example, do we have another 10% type of perpetual bond currency in our book that we may be looking to redeem when opportunities arise? Thank you.",positive,0.9642887115,Capital adequacy
HSBC,HSBC,2024,Q3,banker,"Thanks, Katherine. Three questions there. If I start on your net interest margin, we give some detail on the net interest margin on page 17 of the slide deck, but effectively the net interest margin has moved from 162 bps to 146 bps. There’s three things driving that. One, the loss on the early redemption of legacy securities, as you’ve mentioned. Two, some Argentina volatility, and then the remaining is on – we’ve allocated more funding to the trading book, and as you know that will be a drag on net interest income but also an equal and opposite benefit on non-net-interest income. Our preferred measure and the way that we think about it is through the banking NII lens. There you’ll see that our clean run rate ex Argentina and ex the notables has been relatively stable period on period, reflecting the fact that the Q3 rate cuts, given their timing, had a modest impact on Q3. You’d also asked about deposit migration. We’ve again got some detail in that on slide 17, but that has remained relatively stable at 39% for the Hong Kong deposits. If I move on to your CET1 question and then particularly the change in other adjustments for CET1 capital, that is around the fair value movements of our securities that are classified as fair value through OCI. We’ve generated a gain on those, which has given us also a capital benefit on that. I think on legacy securities Georges has covered most of the questions on that, but we’re not signalling anything at this stage around further legacy securities redemptions. Thank you, Katherine.",positive,0.9996515512,Capital adequacy
HSBC,KBW,2024,Q3,analyst,"Morning, everybody. Thanks for taking the questions. I just have two questions. One was just a clarification. Just to be clear, the $1.1 billion increase in stage three loans in Hong Kong, is that all CRE, just to be clear on that? That was the first question. The second one is we’ve obviously got a US election coming up in the next couple of weeks, and I just wondered if you could give us some thoughts from your perspective in terms of the possible risks and opportunities that you see that could come out of that with the two realistic options. Just related to that, there was a lot of press comment that your reorganisation was driven by splitting up the Asian and the UK or developed markets businesses. Is that actually right, or is that just idle speculation from journalists?",positive,0.9744705558,Market risk
HSBC,HSBC,2024,Q3,banker,"Let me take your second and third questions and Jon can address the stage three question. Look, this is a matter for the US electorate to choose their president. I’m not going to speculate or comment. We will see the outcomes on 5 November, but what is important for us is that we serve our customers. We have been serving our customers through an evolving set of rules and regulations on the global scale. We serve them for their needs, especially for their cross-border needs, where we’re unique at being able to do so. We obviously comply with all rules and regulations. We will make sure that our customers are able to comply with all rules and regulations, insofar that their financial needs are concerned. Any new rules and regulations which may come with any new administration are things that we will obviously comply with and support our customers to comply with. What I can say, though, is it remains a distinctive skill that we have in supporting our customers’ cross-border needs. This is one of our unique areas of competitive edge and this remains unchanged. Our customer needs remain broad-based and global, and we will continue supporting them on that mission. With regards to the reorganisation, this is categorically not either an intent or a preparation – as has been speculated by some – of splitting the Asia business, etc. Absolutely not. This is a simplification of the bank where we today govern ourselves through five regions, and we’re bringing this regional setup down to two. That is part of the simplification. It is also meant to help us speed up the build-out of what is a very promising corridor between the Middle East and Asia. We’re seeing material growth in this corridor over the last few years. Our customers across both the Middle East and Asia are looking for opportunities of trade and investments between them, and we’ve been – we have a unique position to be able to help our customers across this corridor. That simplification should also help speed up the build of that corridor. I remind you in our western geographies now we’re essentially a wholesale bank. We have sold our retail banking activities in France. We’ve sold the mass retail activities in the US. We’ve sold the bank in Canada. We’ve sold the bank in Greece. We are in the process of selling the bank in Argentina, and with that we’ll be left with what is essentially a Corporate and Institutional Banking business that also brings some simplification aspects to the way we govern ourselves in this region. These are the reasons why we did the simplification of reorganisation we announced last week.",neutral,0.9581529498,Conduct risk
HSBC,HSBC,2024,Q3,banker,"On your CRE question, Ed, of the $1.1 billion increase in Asia wholesale stage threes, most of that was Hong Kong CRE. The picture is very similar to how we described it at Q2. We could see more migrations into stage three until interest rates begin to ease the cash flow pressures in those businesses, but given the collateral levels that we have against that portfolio we don’t see that as a major driver of ECL risk going forward. We’re focused on supporting our customers through this transition period. Thanks, Ed.",positive,0.9981905818,Conduct risk
HSBC,RBC,2024,Q4,analyst,"Good morning, both. Thank you for taking my questions. The first one is on capital, please. In relation to your CET1 ratio guidance of 14% to 14.5%, before today, this used to have a caveat: you’d aim to manage this down further over time. I just note that that hasn’t been mentioned in today’s update. What are your latest thoughts on your medium- term ambitions for the CET1 ratio and has there been any change in sentiment? And then, secondly, on costs in relation to your $1.5 billion of savings, you note that they will be taken to the bottom line, although presumably there’ll be offsets from drivers such as inflation. Maybe you could just clarify directionally what you expect the shape of costs will do coming out of 2025 and going into 2026 and 2027? Thank you.",positive,0.8041125536,Capital adequacy
HSBC,Barclays,2024,Q4,analyst,"Good morning, Pam. Good morning, Georges. I had two questions. I think you’re pointing to much better pre-provision profit outlook than consensus. I guess we’ve laboured the discussion around costs, but my takeaway is that it is broadly flattish beyond 2025, and maybe a bit of growth, but well lower than where the street is. I think Banking NII guidance also speaks for itself, so there are two related questions to that. One is around non-interest income. There’s a lot of moving parts on non-interest income, but I think you’re coming in with significant momentum on non-interest income, in excess of consensus, but we do have a lot of moving parts there. Is there anything you can do to help us? I know you don’t like to talk too much about non-interest income, because there’s volatile line items in it, but you’ve got double-digit growth momentum in wealth management, trade that’s probably growing low to mid-single digits. Who knows what markets do, but they’re probably not going backwards. Then you’ve got a retail piece as well. But it just does feel like that is something that is trending well in excess. So if you were able to comment in respect of 2025 consensus, that would be really helpful. The second is about Banking NII. So the $42 billion guidance this year is great. And I know there’s a lot of focus on lending, but really it’s deposits that matter, right? You alluded to the strength of your franchise. And loans are going to be subdued for a while, but deposits are already growing and, indeed, they’re going to continue growing from here. Can you try and help us with that? Are you able to quantify the deposit growth and average interest-earning asset growth that we might look to expect? Because I think you can comfortably grow your balance sheet despite a subdued demand dynamic in your key markets. I think that would helps underpin the Banking NII beyond 2025. My last question, then, is around FX and if you were to mark to market any of the cost guidance, for example, for the spot FX rate, if that would affect any of your guidance or commentary today, that would be really helpful. Thanks so much.",positive,0.9988309741,Market risk
HSBC,RBC,2025,Q1,analyst,"Good morning, both, and thank you for taking my questions .  Firstly, you mentioned in the release that you’ve launched a strategic review of Malta .  At full -year results, we were relatively early in the strategic refresh process .  Are there other geographies that you’re also strategically reviewing ?  At full -year results, you talked about $1.5 billion of gross cost saves .  Now you’re deeper into that process, have you seen any potential to be able to achieve cost saves in excess of that  target? And then, secondly, one of the features of your Q1 results was the strength  in fees and other income .  Can you provide some colour on how substantial that print is and how much is driven by the augmented volatility ?  Thank you.",neutral,0.7939761877,Market risk
HSBC,HSBC,2025,Q1,banker,"Ben, just to add, for the quarter, there’s been good performance, and there’s been high level of client activity, which has benefited FX, debt, equities, markets, and Wealth . Also, I want to just remind that one benefit was also the Argentina headwind that we had of $0.2 billion in Q1 of ’24, which, obviously, didn’t repeat in this quarter because of the sale .  But the key franchise factors are Wealth – it’s a structural growth, and those dynamics will persist . They are driven by our brand .  They’re driven by the range of products we have to offer, the improvements we’ve made in terms of technology, and that investment is going to pay .  And as Georges said, we stay confident in terms of double -digit growth in the medium term. On Wholesale Transaction Banking, it remains an area of competitive advantage .  We will continue to grow there, but it’s going to be hard to predict quarter to quarter, especially in the current environment .  Volatility has definitely benefited us in this quarter, so it may not repeat at the very high levels that we’ve seen in this quarter, but we are still continuing to see underlying growth as we have progressed through in Q2.",positive,0.9996627569,Market risk
HSBC,HSBC,2025,Q1,banker,"T hanks, Joseph, for the question .  So firstly, broadly , in terms of context setting, every quarter , we do a range of scenario analysis .  This quarter, we looked at the significant but plausible downside scenario resulting from an increase in tariffs .  We ho med in on one scenario after looking at a range of possible outcomes, which, as you know, are uncertain and remain very wide. Page 5 of 13 So the specific scenario which we ho med into was based on a significant increase in tariffs, as well as retaliatory tariffs .  We also took a holistic approach .  We considered different businesses, different geographies, as well as customer segments , and this scenario resulted in a significant decline in trade and a significant slowdown in global GDP growth. We looked at the impact of this both in terms of revenue through lower balances, but also on flow-based income .  In addition, just like we took a reserve of $150 million in this quarter from a downside scenario, we further looked at the downside scenario on a 100% probability basis and came up with a number , which is the $0.5 billion provision best estimate in terms of the tariffs.",negative,0.9922190905,Conduct risk
HSBC,HSBC,2025,Q1,banker,"With regards to new-to-bank customers in Hong Kong, we were pleased to announce that we acquired 300,000 new -to-bank customers in Q1 .  This is after we acquired 800,000 new -to-bank customers in the full year 2024, and we continue to see that trend ongoing .  Thank you very much, Joseph.",positive,0.9993656278,Conduct risk
HSBC,China Securities,2025,Q1,analyst,"Hi, George s.  Hi, Pam .  This is Kunp eng of China Securities .  Thank you for taking my question .  I have two questions .  The first is also some follow -ups on the plausible downside trade scenario .  If we compare the  – you have two scenario tests  – one for trade, one for ECL  – and we got your set of assumptions for those ECL tests from your annual report .  So if we compare those two tests, are the assumptions for the trade test better or worse than the  – I mean  the downside scen ario – better  or worse than those set of assumptions used in the ECL test ?  And also, is the low single -digit revenue impact just for some one -year revenue or for every year’s revenue thereafter ?  That’s the first question. The second question is, could you please give us some colo ur on the latest trend on Hong Kong CRE ?  Thank you.",negative,0.6785565615,Stress testing
HSBC,HSBC,2025,Q1,banker,"Thanks, Kun peng.  So we’re not going to get into the detail, but the underpinning of the scenarios, whether it’s ECLs or , indeed , on revenue, has the same starting point .  And we are comfortable , based on the work we have done , to reaffirm our guidance on R oTE.  I just want to be clear that the scenario does not include the secondary impact of any change in policy rates in terms of the revenue -related scenario .  Secondly, none of these two scenarios have what you call an extreme downside to scenario , with a double -digit contraction of GDP like we saw in the Covid period , just to give you some guardrails. So in terms of Hong Kong CRE, this was a relatively quiet quarter .  We did have one specific name, which , in the performing book, there was a credit downgrade .  Otherwise, there’s really nothing more significant .  We continue to look at our book in detail, and there may be a few names up or down on the credit curve , with very modest impact on RWAs, but no significant impact on ECLs.",negative,0.9886997342,Credit risk
HSBC,Barclays,2025,Q1,analyst,"Hey, George s.  Hey, Pam .  Thanks very much for the various updates and sensitivities that you’ve given us .  I had two questions just around customer behavio ur.  So I just wondered if you’d observed any material shift in the way that your customers are transacting with you .  Have you seen any forward indicators around sentiment, any signs of de -risking or de -leveraging, any shift in particularly your corporate customers that might be on the receiving end of trade tariffs ?  Any insight s there would be really helpful. And then the second is, definitely get the message around continuing to execute on the existing strategy .  I guess just two related points to that , one around capital returns .  It’s great that you’ve announced a $3 billion buyback .  You’re talking about a more subdued outl ook for lending by extension RWAs , so presumably you might be quite capital generative this year .  So it seems like you’re committed to distributions despite the uncertainty .  It’s an uncertain backdrop, but the pace of distributions that you’re executing on , it feels like you’re committed to that .  Is that the right rea d?  Should we be confident around things like the buyback sustainability from here ? Page 6 of 13 And just the related part of that question , then, is just around, you talk about divestiture on track – the $1.5 billion .  But in terms of the redeploy, because I think you talked about some potential revenue opportunities from the redeploy or cost savings, if it doesn’t come through, are you minded to delay any of this redeploy, basically, given the volatile backdrop ?  Thank you.",positive,0.9908956885,Capital adequacy
HSBC,HSBC,2025,Q1,banker,"V ery good .  Thank you very much, Aman .  I’m going to take your first question about customer behavio ur, and I’ll ask Pam to address both our capital return strategy, as well as the cost redeployment from the reallocations. So in terms of customer behavio ur, I think nothing that would really surprise you .  Corporate customers , essentially , are in a wait -and-see mode , so some of the capex or large investments are on hold .  Certainly, some of the shipments from China, specifically to the US, have slowed down, but we’ve seen no panic .  So there’s been no significant drawdowns .  Deposit behavio ur has remained normal , so nothing really to call out beyond the wait and see. In terms of personal banking and Wealth customers ’ activity, this has been quite strong . Remember, we have a diversified product offering .  So we’ve seen customers rebalance their investments between various offerings, be it various geographic equity exposure or other assets, such as mutual funds or structured products .  And when customers want to take a risk-off approach, we see the money flow into our deposit base , so we capture the customer assets  either in invested assets or in deposits. But when we look at our NNIA for the first three months of the year, it remained positive, strong , so we remain positive on the outlook of the growth in this business .  Remember also, we’re investing in this business, so we’re capturing the underlying growth in the market, but we’re also capturing market share in the way we’re investing in this business .  Pam?",positive,0.9995393753,Capital adequacy
HSBC,HSBC,2025,Q1,banker,"Thanks, Aman .  So just one point to add on the Wealth customer behavio urs. Our strength really lies in our very broad product proposition .  So as we see the mix shift between US equities or Asian equities, or , indeed , into short -term fixed income products, we are there to support our customers, as well as in terms of insurance on more protection and savings -related products .  So that gives us confidence that this double -digit growth continues, and we have seen the same trend even through April, and the same trend also, no panic, no drawdowns, and deposit behavio ur normal through April .  So that’s just to set that. So coming down to distribution , just as a starting point, we have our policy on ordinary dividends .  I’m assuming your question is much more on share buybacks, but let me see overall on the process we follow .  Every quarter, we look at where we are in terms of our CET1, and you know our CET1 operating range is between 14 % to 14.5% .  We also look at our capital generation, less the capital needs or capital deployment that we want to do .  And what’s very important is , routinely, we look at a range of scenario s in terms of the macroeconomic environment, and then , based on that, we look at the quantum on share buybacks. And clearly, if we have excess capital, share buybacks continues to be our preferred method to return capital .  We have not changed our view on capital redeployment, but , as I’ve said, we look at opportunities, we look at the generative capability, quarter on quarter, and that’s how we make the decision on the quantum of share buybacks.",positive,0.9987946749,Capital adequacy
HSBC,UBS,2025,Q1,analyst,"Good m orning . So two questions, please .  The first, George s, HSBC is a signatory to a letter suggesting to the UK regulators that ringfencing is something that should go .  I think that’s the right view, but we’ve got a lot of investor demand for a sense from you as to the motivation for that .  What is it that you’d say in terms of opex funding costs and Page 7 of 13 what restructuring charges may go with that ?  So when you made that motivation, what was the maths behind it? And then , secondly, very strong performance in costs in Q1, but guidance held constant for the year ahead .  I guess that implies potentially some slippage in efficiency ratios in the quarters to come, notwithstanding the cost -saving actions that are underway .  Could you talk a little bit about the moving parts, just quarter -to-quarter volatility ?  Is there anything we should be thinking about in the upcoming quarters as far as cost inflation is concerned ?  Thanks very much.",positive,0.999586761,Liquidity
HSBC,HSBC,2025,Q1,banker,"Thanks, Jason .  So firstly, we manage costs to a full -year number .  And quarter on quarter, you can see some volatility .  But just to clarify, our full -year 2025 guidance of plus 3% is on a base of $31.9 billion, which is the full -year ’24 restated to the average FX for Q1 2025 .  So just unbundling that, the 3%, the dependenc y is on  the 4% inflation investment spend and the benefit of $0.3 billion, so the 1% from the P&L saves from the simplification as we guided at Q4, and the actions that are going to reali se that $300 million in the year have been already broadly taken , so the P&L will come through in subsequent months.",positive,0.9976986051,Market risk
HSBC,J P MORGAN,2025,Q1,analyst,"H i, George s and Pam .  Thanks for taking my questions . Great results, but , clearly , the focus is on the new tariff world , and I want to try to understand, first of all, your targeting guidance around interest rates in particular, but also GDP assumptions .  You mentioned mid -April, but , clearly , a lot happened in April , so I’m just trying to understand what date or what week we should use as guidance in terms of interest rate assumption, if you could give maybe GDP assumptions. And secondly, coming to your sensitivities or your analysis around tariff impact, if you could discuss again interest rate assumptions , in particular in GDP, but also your assumptions about China as a trading counterparty in terms of your revenues versus the corridors you talk about, because , clearly , really , in the new world, the corridors seem to be impacted as well .  So are you assuming corridors can grow , or do you assume corridors would also be negatively impacted in a new tariff world? And lastly, in that context, can you just talk about cost flexibility , as you didn’t discuss that?",positive,0.9361983538,Market risk
HSBC,HSBC,2025,Q1,banker,"T hank you, Kian .  So firstly, just to reiterate, the $42 billion banking NII continues to be our best estimate for full -year 2025 .  Now, we’ve looked at a range of reasonable upside /downside assumptions, including rates, but we are not immune to all scenarios , despite the stress work that we have done .  Our Q1 run rate of $10.6 billion puts us on a good trajectory, given that range of scenarios we’ve looked at  – all plausible upsides and downsides. Now, as always, there are four key drivers .  The rates that we have included are based on the mid-April curves .  The structural hedge will be a tailwind to this headwind of rates .  We have $75 billion maturities in the remainder of the year, and they are on 2.8% yield at the moment, so there’ll be an upside to that .  The other two elements are harder to forecast, particularly in terms of balance sheet growth, as we’ve said before, and loans stay muted .  Having said that, loans and advances were slightly up in the first quarter of this year, primarily because Hong  Kong loans and advances were stable compared to Q4 last year where they had contracted. Now, the deposit migration trend from Hong Kong has stayed stable over last year into this year, at 39%, and that is continuing even through April .  So if I look at it in the round in terms of deposit behavio urs of our customers, both from a corporate side as well as from a retail side, we stay quite comfortable. So on tariffs, just in terms of the broad piece, what we have looked at from a tariff perspective is – and it’s all in terms of seeing the various scenarios , in terms of delivering the mid -teens RoTE.  Firstly, we looked at our income stream beyond banking NII, which is Wholesale Transaction Banking, and it has many more products beyond trade finance.  It also is in diverse products within trade finance and their diverse global and intra -regional corridors.  When we have looked at the downside scenario, we’ve looked at higher tariffs, we have l ooked at impact on GDP, we have looked more broadly at policy rates, inflation – the big picture – but again, to say we have not looked at GDP to the stress level of a downside two scenario that we have called out in our release, which is like a double -digit contraction of GDP as we saw in the Covid period. So if we look at all that, we come to a low single -digit percentage impact on revenues, and within that and within the incremental $500 million ECLs, we stay very confident for our mid - teens RoTE for the next three years.  Now, the broader impacts are going to be hard to quantify. These are your second, third order impacts, but we continue to monitor them through our various scenarios and review them quarter -on-quarter. Page 9 of 13 On costs, our cost trajectory is on track, and given this, there’s no shift on that, and we will still continue through our envelope to be able to invest in the areas which we have been, as Georges has said, because we can see the direct benefit coming ver y quickly in those areas, even in the current environment and continuing through April, and that’s primarily on the wealth side.",positive,0.9995848536,Market risk
HSBC,HSBC,2025,Q1,banker,"Okay, thank you, Amit.  Amit, I’m going to ask Pam to comment on your second question, but on your first question, we’re not going to give more details than what we’ve shared, but I think your analogy to say that it’s downside one like sc enario in the sense that it is adverse but plausible is correct.  And within that scenario, without additional cost actions than the one that we have set out to do and are on -track for doing, and obviously committed to do, we are confident we can achieve o ur targets, in particular our targets of mid - teen returns for ’25, ’26 and ’27.  Pam.",positive,0.9984294772,Stress testing
HSBC,KBW,2025,Q1,analyst,"Good morning, everybody.  Thanks very much for taking the questions.  I just had a couple.  The first one – I noticed that your cost guidance is based on an average Page 11 of 13 exchange rate in Q1, but the US dollar is off 6% since then, so I assume that if we were to actually do that at today’s exchange rate, your cost number would be somewhat higher than that.  I’m just trying to check – is your revenue guidance also based on t hose exchange rates? Is it effectively like we should gear up both revenue and costs for the weakened dollar in terms of our expectations?  That’s the first point. I guess partly related to that, are we actually in the plausible downside scenario now?  Trade flows from China to the US are down 45% booking, something like that.  That feels to me like a pretty downside scenario.  Should we assume that as we go through Q2 and Q3, we are actually in that scenario now?  Is that effectively where we are, assuming nothing changes? And I guess nobody has any idea what will happen in terms of the changes, but assuming we stay where we are today. And then my second question was just about Bocom .  I can’t really understand the accounting, because you’re still running with a valuation that’s $10 billion above the market value, but you didn’t subscribe for new shares with the capital raise , which I assume you would have done if you had thought it really was worth that much more.  Should we be expecting you to correct that down to what would be a market price rather than just the $1.6bn?  Should we be revisiting how you do the – I think you call it valu e in use, something like that.  Thanks very much.",negative,0.9812038541,Capital adequacy
HSBC,HSBC,2025,Q1,banker,"Okay, thank you very much, Ed.  Let me take your plausible downside scenario, and I’ll ask Pam to address the cost question as well as the Bocom  accounting question.  So the adverse plausible downside scenario is a scenario that is further adverse from where we are today, with significantly higher global tariffs on major trading blocks on an aggregate basis, and we’ve looked at their impact across  obviously our trade business but more importantly across over all our volumes and the economi c outlook of our businesses on the whole.  We do recognise that there is uncertainty and it’s very difficult to understand how much downside or upside there is in the future outlook for this, but we believe this plausible downside scenario is not the expec ted scenario, as in it is a lower probability downside than the expected scenario.  Pam ?",positive,0.9414616823,Market risk
HSBC,HSBC,2025,Q1,banker,"So Ed, the share issuance was subscribed by government or government -related entities in China.  We were happy with our holding as it is, and therefore we’re happy with the outcome.  With regards to the actual accounting value, I would pr obably point you to the investor relations team which can take you through some of the specificities of the equity accounting principles which are quite unique in the way we treat the associate accounting  of Bocom .  I just want to re -emphasise we’re happy with our holding in Bocom . We’re happy with our strategic relationship with Bocom  and the fact that they give us exposure to the domestic economy in China, be it retail, SME, outlook, which is not something our organic business is involved in, and very importantly, what Pam said – the valuation in our NAV is Page 12 of 13 deducted from CET1, which means these impairments have a very minimal second order impact on our CET1 ratio, and therefore also do not impact our distribution capability.",positive,0.9981733561,Capital adequacy
HSBC,HSBC,2025,Q1,banker,"Yeah, thanks, Katherine.  So absolutely, being a stress downside scenario, plausible but severe, we typically take the downside.  We don’t take the upside of the mitigating actions or any other policy measures.  It’s purely tariffs and retaliator y tariffs in a plausible range.  So all said and done, just want to reaffirm it was all calculated as part of the target RoTE guidance that we are giving. On loan growth, the situation is, in some ways, similar to where were at the end of Q4, because macroeconomic uncertainty delays decision -making, so we are not seeing any of those capex decisions being brought forward.  They were delayed.  They will continue to be delayed. Hopefully at some stage, some certainty remains there will be loan growth.  We are also monitoring very closely to see if there is any increase in drawdowns, just lik e we observed in Q2 of 2020.  At this point of time, there is no increa se in drawdowns.  So overall from a loan growth perspective, I will say still muted in terms of what we are seeing.  The only thing I would say is that if there is continued tariff uncertainty, you will see maybe a little bit of pick -up from an OpEx perspe ctive on working capital, because then you have to pay important duties up front and there’s some delays and some of the money’s coming and so on, so that will have an impact.  But from a materiality perspective, the real driver for our banking NII guidanc e of $42 billion is really deposits, for which we have a very strong franchise.  We are in a privileged position to be a trusted partner for our customers, and we expected that to grow.  Of course, there’ll be a bit of seasonal fluctuation quarter -on-quarter, bu t overall that trend has continued.",positive,0.5523542166,Capital adequacy
HSBC,HSBC,2025,Q2,banker,"The $42 billion guidance includes market expectations of HIBOR implied above 2% in third quarter. So we’ve already said that HIBOR at a 1% impacts us by $100 million per month, so if you look overall, our HIBOR expectations as well as the impact of the $100 million – all these are included when you look at our overall confidence in the BNII guidance for the year. The BNII guidance is not just based on the forward curves. As we know, in Q2, very low HIBOR impacted us for around six to seven weeks. We have given more detail of it in the appendix, but a couple of things have moved around. The time deposits are now four points lower, and you look at those factors, and as we look for the rest of the year, there will be some upside and downside in terms of the timing of when the HIBOR shifts happen, as well as the dollar depreciation, how long it continues. In Q2, it was a tailwind for us. In terms of ECLs, so from an ECL perspective, we only give you the 2025 number. It’s fair to say that we have always in the last few years stayed between the 30 to 40 basis points, sometimes a bit to the upper end, so we’re not giving any guidance beyond 2025 at this stage.",negative,0.9693505168,Market risk
